source,author,title,description,url,urlToImage,publishedAt,content,date,sentiment_score
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: FMCG stocks down as market falls,The 30-share BSE Sensex closed  down  572.07 points at 80891.02,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-falls/articleshow/122953767.cms,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/articleshow.jpg",2025-07-28 11:46:32+00:00,"NEW DELHI: FMCG shares closed lower in the Monday's session. Tasty Bite Eatables Ltd.(up 6.15%), Prataap Snacks Ltd.(up 4.11%), Dabur India Ltd.(up 2.09%), Varun Beverages Ltd.(up 2.02%), Hindustan U… [+1574 chars]",2025-07-28,0.9651656225323677
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Sugar stocks down as market falls,The 30-share BSE Sensex closed  down  572.07 points at 80891.02,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-down-as-market-falls/articleshow/122953667.cms,"https://img.etimg.com/thumb/msid-83769615,width-1200,height-630,imgsize-98874,overlay-etmarkets/articleshow.jpg",2025-07-28 11:40:09+00:00,"(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new… [+330 chars]",2025-07-28,0.9364875108003616
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Mining stocks down as market falls,The 30-share BSE Sensex closed  down  572.07 points at 80891.02,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-down-as-market-falls/articleshow/122953552.cms,"https://img.etimg.com/thumb/msid-83791939,width-1200,height-630,imgsize-992893,overlay-etmarkets/articleshow.jpg",2025-07-28 11:34:49+00:00,"(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new… [+330 chars]",2025-07-28,0.9963068339275196
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Share market update: Most active stocks of the day in terms of traded value,The NSE Nifty index closed 156.1 points  down  at 24680.9,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/122953440.cms,"https://img.etimg.com/thumb/msid-83769615,width-1200,height-630,imgsize-98874,overlay-etmarkets/articleshow.jpg",2025-07-28 11:29:29+00:00,"(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new… [+330 chars]",2025-07-28,-0.9999932138850909
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Now,NSE is still the first achievement and probably the largest I will ever have: Ashish Chauhan,"NSE chief Ashish Chauhan reflects on his career, starting with his involvement in setting up the National Stock Exchange. A new book captures his journey from IIT Bombay and IIM Calcutta to his current position. He discusses the concept of 'Sthitapragya' and …",https://economictimes.indiatimes.com/markets/expert-view/nse-is-still-the-first-achievement-and-probably-the-largest-i-will-ever-have-ashish-chauhan/articleshow/122953408.cms,"https://img.etimg.com/thumb/msid-122953411,width-1200,height-630,imgsize-22880,overlay-etmarkets/articleshow.jpg",2025-07-28 11:29:26+00:00,"Ashish Chauhan, MD &amp; CEO, NSE, says in a way, his life in the stock market started with the NSE. He was a part of the team that set up NSE originally and most of what is considered as NSE now inc… [+4987 chars]",2025-07-28,-0.9188899896107614
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Nifty Bank index falls 0.79%,The Nifty Bank index closed 0.79 per cent  down  at 56084.9.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-bank-index-falls-0-79/articleshow/122953307.cms,"https://img.etimg.com/thumb/msid-78620279,width-1200,height-630,imgsize-275381,overlay-etmarkets/articleshow.jpg",2025-07-28 11:23:08+00:00,"(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new… [+330 chars]",2025-07-28,-0.9999284794066625
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Sensex falls! But these stocks gained over 10% on BSE,"In the Nifty 50 index, 16 stocks ended in the green, while 34 stocks closed in the red in today's trade.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/sensex-falls-but-these-stocks-gained-over-10-on-bse/articleshow/122953186.cms,"https://img.etimg.com/thumb/msid-83725308,width-1200,height-630,imgsize-48184,overlay-etmarkets/articleshow.jpg",2025-07-28 11:17:53+00:00,"NEW DELHI: A number of stocks rose in excess of 10% on BSE as domestic equity indices, BSE Sensex and NSE Nifty, ended in the red on Monday. These high-performing stocks that rallied more than 10% du… [+751 chars]",2025-07-28,-0.01859700959175825
"{'id': 'fortune', 'name': 'Fortune'}",Jim Edwards,Europe surrenders to Trump (and thus secures victory by the back door),S&P 500 futures moved up 0.27% this morning. But the STOXX Europe 600 rose by more than double that in early trading as investors in Europe realized that the pact seems to contain several advantages for the EU.,https://fortune.com/2025/07/28/europe-surrenders-to-trump-tariffs/,"https://fortune.com/img-assets/wp-content/uploads/2025/07/GettyImages-2227251981.jpg?resize=1200,600",2025-07-28 11:08:45+00:00,"Stocks are up this morning on the certainty of a new trade deal between the U.S. and the EU. American businesses and consumers will now face a 15% tariff on all imports from Europe, while President T… [+3774 chars]",2025-07-28,-0.007546036271378398
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Fertilisers stocks down as market falls,The 30-share BSE Sensex closed  down  572.07 points at 80891.02,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-down-as-market-falls/articleshow/122952982.cms,"https://img.etimg.com/thumb/msid-78620279,width-1200,height-630,imgsize-275381,overlay-etmarkets/articleshow.jpg",2025-07-28 11:07:24+00:00,"(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new… [+330 chars]",2025-07-28,0.9194811172783375
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Stocks that hit 52-week highs on NSE in today's trade,"Vimta Labs,  Sudarshan Chemical,  Times Guaranty,  CarTrade Tech and  UPL (PP), hit their fresh 52-week highs during the day.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse-in-todays-trade/articleshow/122952901.cms,"https://img.etimg.com/thumb/msid-83769615,width-1200,height-630,imgsize-98874,overlay-etmarkets/articleshow.jpg",2025-07-28 11:02:14+00:00,"(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new… [+330 chars]",2025-07-28,-0.9999465809651156
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Stocks that hit 52-week lows on NSE in today's trade,"Kotak Bank,  Bajaj Finance,  Wipro,  IndusInd Bank and  Bharti Airtel were among the top losers on NSE in today's trade.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse-in-todays-trade/articleshow/122952808.cms,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/articleshow.jpg",2025-07-28 10:56:58+00:00,"(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new… [+330 chars]",2025-07-28,-0.9999595941972075
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Share market update: Most active stocks in today's market in terms of volume,The NSE Nifty index closed 156.1 points  down  at 24680.9,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-in-todays-market-in-terms-of-volume/articleshow/122952673.cms,"https://img.etimg.com/thumb/msid-78620279,width-1200,height-630,imgsize-275381,overlay-etmarkets/articleshow.jpg",2025-07-28 10:51:46+00:00,"(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new… [+330 chars]",2025-07-28,-0.999990987816318
"{'id': None, 'name': 'Economictimes.com'}",,"Gainers & Losers: Kotak Mahindra Bank, CDSL among 6 stocks in limelight today​",,https://m.economictimes.com/markets/web-stories/gainers-losers-kotak-mahindra-bank-cdsl-among-6-stocks-in-limelight-today/slideshow/122952495.cms,"https://img.etimg.com/thumb/msid-122952739,width-900,height-1200,resizemode-6.cms",2025-07-28 10:45:20+00:00,"Indian benchmark indices closed lower on Monday, pressured by disappointing quarterly results, stalled trade talks with the U.S., fresh IT sector layoffs, and sustained foreign investor outflows.The … [+253 chars]",2025-07-28,-0.9986915992340073
"{'id': None, 'name': 'BusinessLine'}",PTI,"Rupee pares initial gains, settles 15 paise lower at 86.67/$",Forex traders said investors traded cautiously awaiting the outcome of India-US trade talks ahead of the August 1 deadline,https://www.thehindubusinessline.com/markets/forex/rupee-pares-initial-gains-settles-15-paise-lower-at-8667/article69864921.ece,https://bl-i.thgim.com/public/incoming/xw5w00/article69864936.ece/alternates/LANDSCAPE_1200/IMG_iStock-1276974393.jp_2_1_RMABQB87.jpg,2025-07-28 10:42:17+00:00,"The rupee pared initial gains and settled for the day 15 paise lower at 86.67 (provisional) against the US dollar on Monday, as month-end dollar demand from importers continued to keep the American u… [+2751 chars]",2025-07-28,-0.9626762941479683
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Nifty Auto index falls 0.37%,The Nifty Auto index closed 0.37 per cent  down  at 23693.0.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-auto-index-falls-0-37/articleshow/122952407.cms,"https://img.etimg.com/thumb/msid-78620279,width-1200,height-630,imgsize-275381,overlay-etmarkets/articleshow.jpg",2025-07-28 10:41:05+00:00,"(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new… [+330 chars]",2025-07-28,-0.998673374124337
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Power stocks down as market falls,The 30-share BSE Sensex closed  down  572.07 points at 80891.02,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-falls/articleshow/122952269.cms,"https://img.etimg.com/thumb/msid-82697732,width-1200,height-630,imgsize-184256,overlay-etmarkets/articleshow.jpg",2025-07-28 10:35:47+00:00,"NEW DELHI: Power shares closed lower in the Monday's session. ACME Solar Holdings Ltd.(up 8.84%), Adani Green Energy Ltd.(up 2.87%), Karma Energy Ltd.(up 2.39%), Power and Instrumentation(Gujarat)Ltd… [+1628 chars]",2025-07-28,0.9966113185510039
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Reuters,Indian rupee slips but sidesteps firmer dollar as flows dominate price-action,"The Indian rupee weakened on Monday. Importers' demand for dollars at month-end put pressure on the currency. However, the rupee mostly avoided the impact of a stronger dollar. This was due to a lack of significant outflows. Investors are awaiting U.S. econom…",https://economictimes.indiatimes.com/markets/forex/indian-rupee-slips-but-sidesteps-firmer-dollar-as-flows-dominate-price-action/articleshow/122952264.cms,"https://img.etimg.com/thumb/msid-122952286,width-1200,height-630,imgsize-41576,overlay-etmarkets/articleshow.jpg",2025-07-28 10:35:23+00:00,"The Indian rupee dipped on Monday as month-end dollar bids from importers exerted some pressure, but the currency largely sidestepped the spillover from a firmer dollar, which traders indicated was d… [+1757 chars]",2025-07-28,-0.12895981967449188
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Sensex falls! But these stocks rallied over 15% on BSE in today's trade,"In the Nifty50 index, 16 stocks closed in the green, while 34 stocks ended in the red.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/sensex-falls-but-these-stocks-rallied-over-15-on-bse-in-todays-trade/articleshow/122952145.cms,"https://img.etimg.com/thumb/msid-83791939,width-1200,height-630,imgsize-992893,overlay-etmarkets/articleshow.jpg",2025-07-28 10:30:24+00:00,"(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new… [+330 chars]",2025-07-28,-0.9841986540704966
"{'id': None, 'name': 'Ndtvprofit.com'}",NDTV Profit News,"Indigo Q1 Results: Date, Earnings Call Details, Share Price History And More","InterGlobe Aviation Ltd., the parent company of budget airline IndiGo, is set to announce its financial results for the April-June 2025 quarter on Wednesday, July 30. The company confirmed the schedule for the release of its Q1FY26 results in a stock exchange…",https://www.ndtvprofit.com/quarterly-earnings/indigo-q1-results-date-earnings-call-details-share-price-history-and-more,https://media.assettype.com/bloombergquint%2F2025-07-28%2Fghyrj00l%2FWhatsApp-Image-2025-07-28-at-14.08.08.jpeg?rect=0%2C59%2C1600%2C840&w=1200&auto=format%2Ccompress&ogImage=true,2025-07-28 10:08:44+00:00,"In the past five trading sessions, the Indigo stock has declined by 2.68%. The aviation stock has fallen 3.68% in the past month. However, it is 34.42% up in the last six months. Year-to-date, the st… [+319 chars]",2025-07-28,-0.9999968851873291
"{'id': None, 'name': 'Ndtvprofit.com'}",NDTV Profit Desk,Adani Green Q1 Results: Profit Surges 60%; Energy Sales See Sharp Rise,"Adani Green Energy Ltd.'s net profit for the quarter ended June advanced 60%, as per an exchange filing on Monday. The Ahmedabad-based renewable energy company posted a bottom line of Rs 713 crore in the second quarter of the current fiscal, as compared to Rs…",https://www.ndtvprofit.com/quarterly-earnings/adani-green-q1-results-profit-surges-60-per-cent-energy-sales-see-sharp-rise,https://media.assettype.com/bloombergquint%2F2025-01-24%2Fj4aa431x%2FBanner-1.png?rect=0%2C0%2C996%2C523&w=1200&auto=format%2Ccompress&ogImage=true,2025-07-28 10:01:08+00:00,"Commenting on Adani Green Energy's performance, the company's Chief Executive Officer Ashish Khanna said, ""During Q1 FY26, we added 1.6 GW of greenfield renewable energy capacity, bringing our total … [+669 chars]",2025-07-28,-1.646576652802878e-09
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,"Bharat Electronics Q1 Results: PAT rises 25% YoY to Rs 969 crore, revenue up 5%","Bharat Electronics Ltd (BEL) reported a strong first quarter for fiscal year 2026, showcasing a 25% year-on-year increase in profit after tax, reaching Rs 969.13 crore. Revenue from operations also saw a rise of 5.2%, amounting to Rs 4,416.83 crore.",https://economictimes.indiatimes.com/markets/stocks/earnings/bharat-electronics-q1-results-pat-rises-25-yoy-to-rs-969-cr-revenue-up-5/articleshow/122951068.cms,"https://img.etimg.com/thumb/msid-122951024,width-1200,height-630,imgsize-6594,overlay-etmarkets/articleshow.jpg",2025-07-28 09:47:54+00:00,"(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new… [+330 chars]",2025-07-28,-3.2843362181012026e-06
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Riya Sharma,"Sensex falls 700 pts from day's peak, Nifty below 24,700. Here are 5 reasons why the Indian stock market is in a downtrend","Indian markets tumbled on Monday with Sensex falling 726 points and Nifty breaching 24,700. Weak Q1 results, stalled US trade talks, IT layoffs, and FII outflows dampened investor sentiment.",https://economictimes.indiatimes.com/markets/stocks/news/sensex-falls-700-pts-from-days-peak-nifty-below-24700-here-are-5-reasons-why-the-indian-stock-market-is-in-a-downtrend/articleshow/122951074.cms,"https://img.etimg.com/thumb/msid-122951083,width-1200,height-630,imgsize-48866,overlay-etmarkets/articleshow.jpg",2025-07-28 09:40:48+00:00,"Indian equities fell sharply on Monday, with the benchmark BSE Sensex tumbling 726.6 points from its intraday high and the NSE Nifty dipping below the key 24,700-mark, as weak quarterly earnings, sta… [+5669 chars]",2025-07-28,0.99979768574849
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Shivendra Kumar,"Adani Green Q1 Results: Cons PAT surges 31% YoY to Rs 824 crore, revenue jumps 29%","Adani Green Q1 Results: The company's total revenue from operations stood at Rs 4,006 crore, up 29% from Rs 3,112 crore reported in the corresponding quarter of the previous financial year.",https://economictimes.indiatimes.com/markets/stocks/earnings/adani-green-q1-results-cons-pat-surges-31-yoy-to-rs-824-crore-revenue-jumps-29/articleshow/122950578.cms,"https://img.etimg.com/thumb/msid-122950561,width-1200,height-630,imgsize-39326,overlay-etmarkets/articleshow.jpg",2025-07-28 09:18:46+00:00,"(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new… [+330 chars]",2025-07-28,-3.140801974055307e-08
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Now,Markets in Flux: Devina Mehra advocates measured rebalancing over panic moves,"Devina Mehra from First Global suggests diversifying investments globally, being underweight on the US, and overweight on Europe, China, and slightly on India. She emphasizes that market leadership changes over time, cautioning against a 'buy and forget' appr…",https://economictimes.indiatimes.com/markets/expert-view/markets-in-flux-devina-mehra-advocates-measured-rebalancing-over-panic-moves/articleshow/122950213.cms,"https://img.etimg.com/thumb/msid-122950271,width-1200,height-630,imgsize-4342,overlay-etmarkets/articleshow.jpg",2025-07-28 09:04:01+00:00,"""Regarding tariffs, there have been some agreements, like Japan announcing investments into the US, though eventually they clarify these are company-level decisions. So its like kicking the can down … [+6564 chars]",2025-07-28,-0.9975446442840621
"{'id': 'fortune', 'name': 'Fortune'}",Clay Chandler,DBS Group’s board tells its chief exec: ‘Even the CEO’s job can be replaced by AI’,Also: All the news and watercooler chat from Fortune.,https://fortune.com/2025/07/28/dbs-group-even-the-ceo-job-can-be-replaced-by-ai/,"https://fortune.com/img-assets/wp-content/uploads/2025/07/54673558489_a5b782ee98_o_89ef04-e1753693033822.jpg?resize=1200,600",2025-07-28 09:01:26+00:00,Good morning. Even the CEOs job can be replaced by AI.That was the WhatsApp message DBS Groups board sent Tan Su Shan on the day they named her chief executive of Southeast Asias largest and most pro… [+6750 chars],2025-07-28,-0.9998376070652739
"{'id': None, 'name': 'BusinessLine'}",Madhu Balaji,"Sensex, Nifty extend losing streak, Kotak Mahindra leads the fall",Equity benchmark indices continued to trade lower in the mid-trading session on Monday. Kotak Mahindra Bank dragged the banking and financial stocks. Tech-heavy IT stocks dipped as investors reacted to concerns over workforce cuts at TCS.,https://www.thehindubusinessline.com/markets/stock-markets/sensex-nifty-extend-losing-streak-kotak-mahindra-leads-the-fall-top-gainers-losers-28th-july-2025/article69864411.ece,https://bl-i.thgim.com/public/incoming/ck8n9c/article69864434.ece/alternates/LANDSCAPE_1200/PO02_Market_crash.jpg,2025-07-28 07:39:13+00:00,Equity benchmark indices continued to trade lower in the mid-trading session on Monday. Kotak Mahindra Bank dragged the banking and financial stocks. Tech-heavy IT stocks dipped as investors reacted … [+2413 chars],2025-07-28,-0.9997393868470681
"{'id': None, 'name': 'Ahouseinthehills.com'}",Claire Jensen,"1950s Kitchen Style Guide: Ideas, Colors & Tips","Dreaming of having a colorful, cheerful kitchen that feels like it’s straight out of the 1950s? I get it. There’s something about that retro vibe that’s irresistible. You’re not alone in wanting to recreate that nostalgic feeling in your own space, but I know…",https://ahouseinthehills.com/1950s-kitchen-style-guide-ideas-colors-tips/,https://ahouseinthehills.com/wp-content/uploads/2025/07/1950s-Kitchen-Style-Guide-Ideas-Colors-Tips.png,2025-07-28 07:29:30+00:00,"Dreaming of having a colorful, cheerful kitchen that feels like its straight out of the 1950s? I get it. Theres something about that retro vibe thats irresistible.
Youre not alone in wanting to recr… [+14697 chars]",2025-07-28,-0.9999899146919233
