source,author,title,description,url,urlToImage,publishedAt,content,date,sentiment_score
"{'id': None, 'name': 'Core77.com'}",Rain Noe,Urbanisto: An E-Bike That Quick-Changes Into a Cargo Bike,"Urbanisto is an e-bike with a nifty feature: You can quickly change it from a standard bike to a cargo bike, tool-free. Flipping a latch releases the front fork, which you can then remove to plug in the longer cargo-hauling module, or vice versa. 
The bike w…",https://www.core77.com/posts/137643/Urbanisto-An-E-Bike-That-Quick-Changes-Into-a-Cargo-Bike,https://s3files.core77.com/blog/images/lead_n_spotlight/1735143_lead_400_137643_.jpg,2025-07-07 13:00:00+00:00,"Urbanisto is an e-bike with a nifty feature: You can quickly change it from a standard bike to a cargo bike, tool-free. Flipping a latch releases the front fork, which you can then remove to plug in … [+911 chars]",2025-07-07,-0.9999677156811231
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Now,2 top stock recommendations from CA Rudramurthy,"CA Rudramurthy BV advises buying on dips in Nifty until it stays above 25,000, with 25,200 as strong support. He suggests similar strategy for Bank Nifty above 56,000, anticipating positive Q1 results to drive market highs. Top sector picks include Defence (B…",https://economictimes.indiatimes.com/markets/expert-view/2-top-stock-recommendations-from-ca-rudramurthy/articleshow/122245921.cms,"https://img.etimg.com/thumb/msid-122245893,width-1200,height-630,imgsize-20964,overlay-etmarkets/articleshow.jpg",2025-07-04 08:42:13+00:00,"""Till we are above 25,000 on Nifty, this market is a buy on every dip. I will completely change my stand once we close below 25,000 or else use every dips to 25,200 as a buying opportunity in Nifty a… [+3958 chars]",2025-07-04,-0.9998534251571982
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Nishanth Vasudevan,Retail traders lose Rs 1.05 lakh crore in FY25 amid Jane Street manipulation allegations,"Sebi's study reveals retail traders in equity derivatives lost ₹1.05 lakh crore in FY25, a 41% increase from the previous year. Simultaneously, Sebi issued an interim order against Jane Street for allegedly manipulating India's stock indices, specifically Ban…",https://economictimes.indiatimes.com/markets/stocks/news/retail-traders-lose-rs-1-05-lakh-crore-in-fy25-amid-jane-street-manipulation-allegations/articleshow/122329964.cms,"https://img.etimg.com/thumb/msid-122330031,width-1200,height-630,imgsize-394272,overlay-etmarkets/articleshow.jpg",2025-07-08 23:53:23+00:00,"Mumbai: The Securities and Exchange Board of India's (Sebi) latest study showed that retail traders in equity derivatives made losses of 1.05 lakh crore in FY25, a 41% increase from 74,812 crore in F… [+5269 chars]",2025-07-08,0.999927889495666
"{'id': None, 'name': 'Android Authority'}",Hadlee Simons,"OnePlus added a proprietary watch charger to its phone charging cable, because why not","OnePlus has revealed a cool two-in-one charging cable, allowing you to simultaneously charge a OnePlus watch and smartphone.",https://www.androidauthority.com/oneplus-2-in-1-charging-cable-3577991/,https://www.androidauthority.com/wp-content/uploads/2025/07/OnePlus-2-in-1-SuperVOOC-cable-official-image.jpg,2025-07-16 11:24:55+00:00,<ul><li>OnePlus has launched a new two-in-one SuperVOOC charging cable.</li><li>The cable allows you to simultaneously charge a smartphone and OnePlus smartwatch.</li><li>Expect to pay $29.99 for the… [+1488 chars],2025-07-16,-0.996213064994663
"{'id': None, 'name': 'Economictimes.com'}",Prashant Mahesh,What makes passive funds a smart choice for long-term investors?,"Fund houses are increasingly launching passive funds, including ETFs and index funds, which replicate market indices for low-cost, diversified exposure. These funds are gaining traction as large fund houses expand their offerings, particularly in equity indic…",https://m.economictimes.com/mf/analysis/what-makes-passive-funds-a-smart-choice-for-long-term-investors/articleshow/122542565.cms,"https://img.etimg.com/thumb/msid-122542550,width-1200,height-630,imgsize-21604,overlay-etwealthmutualfunds/articleshow.jpg",2025-07-16 00:29:35+00:00,"Fund houses are making several launches in the passive space, where portfolios merely mimic the underlying index. They are gaining popularity as they offer a simple and low-cost way to gain exposure … [+2701 chars]",2025-07-16,-0.008059332212724257
"{'id': None, 'name': 'Forbes'}","Brett Owens, Contributor, 
 Brett Owens, Contributor
 https://www.forbes.com/sites/brettowens/",Secure Dividends Up To 12% From The $3+ Trillion ‘Human Bailout’,A nifty dividend duo—with yields of 9% and 12%—is ready for takeoff. Thanks to Uncle Sam’s spending bender coinciding with the rise of the machines.,https://www.forbes.com/sites/brettowens/2025/07/15/secure-dividends-up-to-12-from-the-3-trillion-human-bailout/,https://imageio.forbes.com/specials-images/imageserve/68728561e931798a2fef5909/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2025-07-15 12:45:00+00:00,"High Yield, Low Risk Road Sign
getty
A nifty dividend duowith yields of 9% and 12%is ready for takeoff. Thanks to Uncle Sams spending bender coinciding with the rise of the machines.
Big tech stoc… [+4538 chars]",2025-07-15,-0.1960749039426446
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Shivendra Kumar,"SBI board approves fundraising of up to Rs 20,000 crore via bonds","State Bank of India's board has approved raising Rs 20,000 crore through Basel III-compliant bonds, leading to a share price increase of over 2%. While SBI shares have underperformed over the past year, they have shown recent gains, outperforming the Nifty in…",https://economictimes.indiatimes.com/markets/bonds/sbi-board-approves-fundraising-of-up-to-rs-20000-crore-via-bonds/articleshow/122565363.cms,"https://img.etimg.com/thumb/msid-122565323,width-1200,height-630,imgsize-71322,overlay-etmarkets/articleshow.jpg",2025-07-16 08:13:14+00:00,"The board of India's largest public lender, State Bank of India (SBI), on Wednesday approved a plan to raise funds worth Rs 20,000 crore in INR through the issuance of Basel III-compliant Additional … [+1317 chars]",2025-07-16,-0.9999774383472868
"{'id': None, 'name': 'New Atlas'}",Utkarsh Sood,Honda is set to bring the e-clutch to its beginner 250cc bikes,"Honda’s e-clutch tech is a nifty piece of tech that was first introduced in 2023. While it already comes as standard on the current CBR650R and CB650R models in the US, Honda is set to bring the tech to its entry-level motorcycles. And rightly so.Continue Rea…",https://newatlas.com/motorcycles/honda-e-clutch-250cc/,https://assets.newatlas.com/dims4/default/dbb7e80/2147483647/strip/true/crop/1536x806+0+106/resize/1200x630!/quality/90/?url=https%3A%2F%2Fnewatlas-brightspot.s3.amazonaws.com%2Fdc%2Fc5%2F9fa027c84994b91fa1d3233d1530%2Fe-clutch-hero-banner-mobile.jpg&na.image_optimisation=0,2025-07-08 12:12:08+00:00,"Hondas e-clutch tech is a nifty piece of tech that was first introduced in 2023. While it already comes as standard on the current CBR650R and CB650R models in the US, Honda is set to bring the tech … [+2462 chars]",2025-07-08,-0.9999845069423827
"{'id': None, 'name': 'Windows Central'}","samuelwtolbert@gmail.com (Samuel Tolbert) , Samuel Tolbert","Razer BlackShark V2 Pro gets noteworthy sale ahead of Prime Day — ""One of the best Xbox headsets you can buy right now""","The Razer BlackShark V2 Pro is one of the Windows Central team's favorite Xbox headsets, and you can grab it on sale right now.",https://www.windowscentral.com/gaming/razer-blackshark-v2-pro-xbox-amazon-prime-day-2025,https://cdn.mos.cms.futurecdn.net/arofVXf855fWpsDu7X8J9.jpg,2025-07-07 21:40:00+00:00,"Technically, Amazon Prime Day is kicking off on Tuesday, July 8, 2025. Even so, there's a few great sales already live, including a discount on the Razer BlackShark V2 Pro for Xbox. This is one of th… [+2727 chars]",2025-07-07,-0.0009635813071326993
"{'id': None, 'name': 'Windows Central'}","lowryb3865@gmail.com (Brendan Lowry) , Brendan Lowry","This Xbox controller anti-Prime Day discount is truly a standout — and ""audio features sweeten the deal""","Amazon Prime Day is here, but one of the best Xbox controller deals available right now is actually at Best Buy. Check it out if you need a new gamepad.",https://www.windowscentral.com/gaming/xbox/this-xbox-controller-anti-prime-day-discount-is-truly-a-standout-and-audio-features-sweeten-the-deal,https://cdn.mos.cms.futurecdn.net/fqG2TxLEcpnVTRdZVW9Yfd.jpg,2025-07-08 20:15:00+00:00,"Whether people are in need of a replacement gamepad or they're just looking to expand their arsenal with a backup or two, one thing is certain: Xbox controllers will always be in high demand with Xbo… [+3481 chars]",2025-07-08,-0.0008487520881317323
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Reuters,Sebi bars Jane Street from accessing its securities market: Reports,The Securities and Exchange Board of India (SEBI) has prohibited Jane Street Group from accessing India's securities market following allegations of market manipulation. SEBI's order restricts the firm from trading securities directly or indirectly. Banks are…,https://economictimes.indiatimes.com/markets/stocks/news/sebi-bars-jane-street-from-accessing-its-securities-market-reports/articleshow/122238432.cms,"https://img.etimg.com/thumb/msid-122238445,width-1200,height-630,imgsize-55738,overlay-etmarkets/articleshow.jpg",2025-07-04 01:27:32+00:00,"(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new… [+330 chars]",2025-07-04,-0.9999358242348535
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Now,Weak dollar trend may favor emerging markets amid US deficit concerns: Seth R Freeman,"Seth R Freeman discusses the negative impact of tariffs on Mexico and Europe, highlighting the uncertainty it creates for businesses. Despite tepid market reactions, Freeman suggests lower trading volumes due to summertime may be a factor. He believes gold's …",https://economictimes.indiatimes.com/markets/expert-view/weak-dollar-trend-may-favor-emerging-markets-amid-us-deficit-concerns-seth-r-freeman/articleshow/122430428.cms,"https://img.etimg.com/thumb/msid-122430418,width-1200,height-630,imgsize-40204,overlay-etmarkets/articleshow.jpg",2025-07-14 05:53:45+00:00,"(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new… [+330 chars]",2025-07-14,0.9762906851246953
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Kshitij Anand,"ETMarkets Smart Talk: Fixed income still has a place in FY26 - 15–20% allocation ideal for most, 70% for seniors, says Aamar Deo Singh","Aamar Deo Singh from Angel One suggests fixed income allocation for portfolio stability. He recommends 15-20% for average investors and 70% for senior citizens. Nifty shows resilience despite global tensions. Sectors like financials, defence, and capital good…",https://economictimes.indiatimes.com/markets/expert-view/etmarkets-smart-talk-fixed-income-still-has-a-place-in-fy26-1520-allocation-ideal-for-most-70-for-seniors-says-aamar-deo-singh/articleshow/122337703.cms,"https://img.etimg.com/thumb/msid-122339047,width-1200,height-630,imgsize-236426,overlay-etmarkets/articleshow.jpg",2025-07-10 03:30:00+00:00,"In a market environment where equities often steal the spotlight, fixed income continues to quietly play its crucial role in portfolio constructionespecially for risk-averse investors and retirees.In… [+7732 chars]",2025-07-10,-0.999923540486634
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Now,"Technical setup signals near-term pain, but momentum may return next week: Rahul Sharma","Rahul Sharma of JM Financial Services suggests Nifty futures are range bound. A downward slide is expected, possibly reaching 25,200. Crossing 25,550 could bring fresh momentum. IT sector outlook remains cautious, awaiting TCS results. Banks and financials ar…",https://economictimes.indiatimes.com/markets/expert-view/technical-setup-signals-near-term-pain-but-momentum-may-return-next-week-rahul-sharma/articleshow/122360834.cms,"https://img.etimg.com/thumb/msid-122360785,width-1200,height-630,imgsize-30804,overlay-etmarkets/articleshow.jpg",2025-07-10 08:04:49+00:00,"""So, from a derivative standpoint, 25,000 is a crucial support, whereas from a technical perspective 25,200 is something where we are expecting markets to take support and once we have some positive … [+4681 chars]",2025-07-10,0.976727937348187
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,"Reliance Infrastructure plans fundraising initiative through equity, debt instruments","Reliance Infrastructure aims to bolster its financial standing. The company will raise long-term capital through various financial instruments. A board meeting is scheduled for July 16, 2025, to discuss the capital raising strategy. This includes equity share…",https://economictimes.indiatimes.com/markets/stocks/news/reliance-infrastructure-plans-fundraising-initiative-through-equity-debt-instruments/articleshow/122403793.cms,"https://img.etimg.com/thumb/msid-122403791,width-1200,height-630,imgsize-688970,overlay-etmarkets/articleshow.jpg",2025-07-12 09:51:29+00:00,"Reliance Infrastructure Limited has announced plans to raise long-term capital through multiple financial instruments, signaling a significant fundraising initiative as the company seeks to strengthe… [+2239 chars]",2025-07-12,-0.9990283718216233
"{'id': None, 'name': 'PCWorld'}",Gabriela Vatu,Samsung’s 27-inch 180Hz gaming monitor is down to its cheapest price now,"Are you hoping to nab an excellent monitor at a budget price this summer? Today might be that day. Check out this 27-inch Samsung Odyssey G3 that’s only $130 on Amazon. That’s $100 off its already affordable original price, bringing it down to its best-ever p…",https://www.pcworld.com/article/2833373/samsung-27-inch-180hz-gaming-monitor-is-down-to-its-cheapest-price-now.html,https://www.pcworld.com/wp-content/uploads/2025/07/Samsung-Odyssey-G3-monitor-deal-1.jpg?quality=50&strip=all&w=1024,2025-07-01 14:21:48+00:00,"Skip to contentType your search and hit enter
When you purchase through links in our articles, we may earn a small commission. This doesn't affect our editorial independence
.
Are you hoping to na… [+1654 chars]",2025-07-01,0.9991329362965189
"{'id': None, 'name': 'Creative Bloq'}","joe.foley@futurenet.com (Joe Foley) , Joe Foley",There are just hours left to get our favourite budget monitor for creative work for under $270,This is hands down the best budget display for creative work.,https://www.creativebloq.com/art/digital-art/there-are-just-hours-left-to-get-our-favourite-budget-monitor-for-creative-work-for-under-usd270,https://cdn.mos.cms.futurecdn.net/TUPVpyv47svH2psexzkMpd.jpg,2025-07-11 18:59:12+00:00,"Dell 27 Plus 4K USB-C Monitor :was $349.99now $265.99at AmazonWith 4K resolution, an adjustable anti-glare screen, preset display modes, USB-C and 99% sRGB coverage, we think this display ticks many … [+1149 chars]",2025-07-11,-0.9998730197185068
"{'id': None, 'name': 'Yanko Design'}",Srishti Mitra,Revolutionary Exo-Frame Hammock Tent Lets You Camp Anywhere – No Trees Needed,"Revolutionary Exo-Frame Hammock Tent Lets You Camp Anywhere – No Trees NeededThe Anymaka Hammock Tent is displaying a fundamental shift in how we approach outdoor shelter, liberating campers from the constraints of finding perfectly spaced trees...",https://www.yankodesign.com/2025/07/10/revolutionary-exo-frame-hammock-tent-lets-you-camp-anywhere-no-trees-needed/,https://www.yankodesign.com/images/design_news/2025/07/hammock-tent/anymaka_hammock_tent_yanko_design_01.jpg,2025-07-10 21:30:30+00:00,"The Anymaka Hammock Tent is displaying a fundamental shift in how we approach outdoor shelter, liberating campers from the constraints of finding perfectly spaced trees or suitable anchor points. Thi… [+4392 chars]",2025-07-10,-0.9999243542279146
"{'id': None, 'name': 'Windows Central'}","lowryb3865@gmail.com (Brendan Lowry) , Brendan Lowry",I've loved using this wireless gaming headset since the day I reviewed it — I can't believe it's almost $100 off for Amazon Prime Day,"The gaming headset I use daily is Alienware's Pro Wireless, and it's on sale for almost a full $100 off during Amazon Prime Day.",https://www.windowscentral.com/accessories/headphones/the-gaming-headset-i-reviewed-and-love-is-almost-usd100-off-for-prime-day,https://cdn.mos.cms.futurecdn.net/MMFDqCQFjAKzeFuP4esXwg.jpg,2025-07-10 22:45:09+00:00,"There's a huge variety of different gaming headsets in the industry right now, ranging from more basic and budget-friendly options to premium offerings with large suites of nifty features and even la… [+4167 chars]",2025-07-10,-0.9998232637299225
"{'id': None, 'name': 'GSMArena.com'}",Michail,Baseus brings latest Enercore chargers and powerbanks with retractable USB-C cables,"Originally announced back at CES, Baseus is now bringing its Enercore line of chargers and power banks globally. These come in several sizes with multiple ports, up to 100W charging speeds and max out at 20,000mAh capacities. They also share one common killer…",https://www.gsmarena.com/baseus_brings_latest_enercore_chargers_and_powerbanks_with_retractable_usbc_cables-news-68442.php,https://fdn.gsmarena.com/imgroot/news/25/06/baseus-enercore-chargers-powerbanks-2025-ofic/-952x498w6/gsmarena_000.jpg,2025-07-01 12:21:02+00:00,"Originally announced back at CES, Baseus is now bringing its Enercore line of chargers and power banks globally. These come in several sizes with multiple ports, up to 100W charging speeds and max ou… [+2116 chars]",2025-07-01,-0.768990013642906
"{'id': None, 'name': 'PCWorld'}",Gabriela Vatu,This 1080p Wi-Fi security camera is a steal for just $16 right now,"Whether you’re a parent who wants to keep an eye on your kids even after leaving the room or you’re just worried about your pets chewing on your slippers when left alone, a tiny home security camera will give you peace of mind and help you feel a lot better. …",https://www.pcworld.com/article/2833837/this-1080p-wi-fi-security-camera-is-a-steal-for-just-16-right-now.html,https://www.pcworld.com/wp-content/uploads/2025/07/Tapo-c200-background.jpg?quality=50&strip=all&w=1024,2025-07-01 18:10:27+00:00,"Skip to contentType your search and hit enter
When you purchase through links in our articles, we may earn a small commission. This doesn't affect our editorial independence
.
Whether you’re a par… [+1836 chars]",2025-07-01,-0.9946537485811859
"{'id': 'ign', 'name': 'IGN'}",Scott White,This Prime Day Controller Deal Is Perfect for Your Nintendo Switch 2,"The 8BitDo Ultimate 2 controller, compatible with the Switch 2, Steam Deck, and even your phone, is on sale for Amazon Prime Day.",https://www.ign.com/articles/8bitdo-ultimate-2-bluetooth-nintendo-switch-2-controller-deal-amazon-prime-day-2025,https://assets-prd.ignimgs.com/2025/07/08/8bitdo-ultimate-2-bluetooth-controller-thumb-1751979226624.jpg?width=1280&format=jpg&auto=webp&quality=80,2025-07-08 16:08:30+00:00,"Among third-party controllers, few have the quality and pedigree of 8Bitdo. For this years Amazon Prime Day, the 8Bitdo Ultimate 2 Bluetooth Controller for the Switch, Switch 2, and PC is part of a l… [+1391 chars]",2025-07-08,-0.15002420813107165
"{'id': None, 'name': 'MakeUseOf'}",Tashreef Shareef,Windows 11 Is Barely Usable Until I Add These Essential Mods,Tweak Windows 11 to your wishes.,https://www.makeuseof.com/windows-11-add-essential-mods/,https://static1.makeuseofimages.com/wordpress/wp-content/uploads/wm/2025/02/kandu-app-open-on-the-benq-monitor-1.jpg,2025-07-02 21:00:17+00:00,"Windows 11 may look pretty, but Microsoft's design choices often frustrate rather than make your life easier. These free mods address those shortcomings, turning a barely functional system into a pro… [+8222 chars]",2025-07-02,-0.9988801934523508
"{'id': None, 'name': 'Crooksandliars.com'}",Tengrain,Mike’s Blog Round-Up,"Above, Devo performs, Working in the Coal Mine. Today our bloggers look at the Miracle of The Orange Clown Economy.
In Saner Thought noticed that food prices have gone Up, Up And Away.
Hour Republican Price Hike has a nifty tool to show how our costs have inc…",https://crooksandliars.com/2025/07/mike-s-blog-round-4,https://crooksandliars.com/files/primary_image/25/07/devo.png,2025-07-12 11:25:02+00:00,"Above, Devo performs, Working in the Coal Mine. Today our bloggers look at the Miracle of The Orange Clown Economy.
In Saner Thought noticed that food prices have gone Up, Up And Away.
Hour Republi… [+509 chars]",2025-07-12,-0.9992226902686525
"{'id': None, 'name': 'PC Gamer'}",Hope Corrigan,Missing the nostalgic tactility of VHS? This bring it back with this elegant DIY project using NFC and ESPhome,It'll never be the same without that melting plastic smell.,https://www.pcgamer.com/hardware/missing-the-nostalgic-tactility-of-vhs-this-bring-it-back-with-this-elegant-diy-project-using-nfc-and-esphome/,https://cdn.mos.cms.futurecdn.net/Y2QED7MqrHvTeoyELhRebG.jpg,2025-07-09 05:58:12+00:00,"Nostalgia makes people do crazy things in an effort to rekindle that feeling of warmth from the past. We see all sorts of mods around nostalgic tech, especially for enjoying old media like the swathe… [+2645 chars]",2025-07-09,0.5124497413635254
"{'id': None, 'name': 'XDA Developers'}",Tanveer Singh,Motherboard features I'm never paying extra for,"I'm sure you can make a case for them, but I'm never paying extra for these features.",https://www.xda-developers.com/motherboard-features-not-worth-the-premium/,https://static1.xdaimages.com/wordpress/wp-content/uploads/wm/2024/02/gigabyte-b650-aorus-elite-ax-ice-rear-io-shroud.jpg,2025-07-02 10:00:20+00:00,"""How much should you spend on a motherboard?"" perhaps every PC builder has grappled with this question at least once. The thing is, while motherboards don't directly contribute to your PC's performan… [+5726 chars]",2025-07-02,-0.9970817667199299
"{'id': 'ign', 'name': 'IGN'}",Scott White,Final Fantasy I-VI Pixel Remaster Collection Is on Sale for $44.99 for Prime Day,"You can save $30 on the pixel remasters of the first six Final Fantasy games, for PS4 or Nintendo Switch. They also work on PS5 and Switch 2, respectively.",https://www.ign.com/articles/final-fantasy-i-vi-pixel-remaster-collection-deal-playstation-nintendo-switch-prime-day-2025,https://assets-prd.ignimgs.com/2025/07/08/final-fantasy-collection-1751986354217.png?width=1280&format=jpg&auto=webp&quality=80,2025-07-08 16:45:00+00:00,"Cecil, Terra, Faris, and the rest of the classic Final Fantasy crew are getting in on Prime Day this year, with the Final Fantasy I-V Pixel Remaster Collection seeing a solid 40% discount, bringing t… [+1918 chars]",2025-07-08,-0.9999971187932033
"{'id': None, 'name': 'Kk.org'}",claudia,Outdoor Wear,Tools for Possibilities: issue no. 145,https://kk.org/cooltools/outdoor-wear/,,2025-07-07 16:00:00+00:00,"Cop shirts
5.11 Tactical Shirts
I have five now and plan to get more. The 5.11 does everything I want in terms of comfort and pockets and yet looks dignified enough to serve as duty shirts for poli… [+7712 chars]",2025-07-07,-0.9997337470413186
